Url,Zestimate,Price,Rent Zestimate,Bathrooms,Bedrooms,Living Area,Home Type,Street Address,City,Zip,State,Country,Broker Name,,sgapt,statusText,statusType
https://www.zillow.com/homedetails/405-Glenwood-Dr-Big-Bear-Lake-CA-92315/337970368_zpid/,1619720,1799900,7843,6,5,4084,SINGLE_FAMILY,405 Glenwood Dr,Big Bear Lake,92315,CA,USA,Re/Max Big Bear,,New Construction,New construction,FOR_SALE
https://www.zillow.com/homedetails/791-Knight-Ave-Big-Bear-Lake-CA-92315/137650867_zpid/,779390,799900,2999,2,3,1600,SINGLE_FAMILY,791 Knight Ave,Big Bear Lake,92315,CA,USA,Re/Max Big Bear,,New Construction,New construction,FOR_SALE
https://www.zillow.com/homedetails/43589-Yosemite-Dr-Big-Bear-Lake-CA-92315/17387241_zpid/,888355,899900,3349,0,4,2344,SINGLE_FAMILY,43589 Yosemite Dr,Big Bear Lake,92315,CA,USA,KELLER WILLIAMS BBLA,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/39934-Forest-Dr-Big-Bear-Lake-CA-92315/17383417_zpid/,568270,574900,2095,1,3,1008,SINGLE_FAMILY,39934 Forest Dr,Big Bear Lake,92315,CA,USA,CAPITAL REAL ESTATE & INV,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/43442-Bow-Canyon-Rd-Big-Bear-Lake-CA-92315/17387139_zpid/,793931,825000,2999,2,3,1588,SINGLE_FAMILY,43442 Bow Canyon Rd,Big Bear Lake,92315,CA,USA,,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/145-Finch-Dr-Big-Bear-Lake-CA-92315/17385949_zpid/,765700,749000,2499,2,3,1326,SINGLE_FAMILY,145 Finch Dr,Big Bear Lake,92315,CA,USA,The Agency,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/159-Oriole-Dr-Big-Bear-Lake-CA-92315/17385851_zpid/,772384,779000,3069,3,3,1669,SINGLE_FAMILY,159 Oriole Dr,Big Bear Lake,92315,CA,USA,Re/Max Connections,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/1329-Buffalo-Ct-Big-Bear-Lake-CA-92315/17386902_zpid/,660154,665000,2400,2,3,1206,SINGLE_FAMILY,1329 Buffalo Ct,Big Bear Lake,92315,CA,USA,Quality Real Estate Corp.,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/39045-Big-Bear-Blvd-Big-Bear-Lake-CA-92315/249709567_zpid/,1142723,1179000,4725,4,3,2314,SINGLE_FAMILY,39045 Big Bear Blvd,Big Bear Lake,92315,CA,USA,Refined Realty,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/40588-Ironwood-Dr-Big-Bear-Lake-CA-92315/17384703_zpid/,1197900,1400000,5221,4,4,3517,SINGLE_FAMILY,40588 Ironwood Dr,Big Bear Lake,92315,CA,USA,,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/42584-Falcon-Ave-Big-Bear-Lake-CA-92315/69005435_zpid/,623874,625000,2914,2,3,1540,SINGLE_FAMILY,42584 Falcon Ave,Big Bear Lake,92315,CA,USA,Compass,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/41952-Mapleleaf-Dr-Big-Bear-Lake-CA-92315/17618683_zpid/,694900,695000,2643,2,3,1376,SINGLE_FAMILY,41952 Mapleleaf Dr,Big Bear Lake,92315,CA,USA,Stillwater Real Estate,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/372-Quail-Dr-Big-Bear-Lake-CA-92315/17385190_zpid/,623904,625000,2095,2,3,1315,SINGLE_FAMILY,372 Quail Dr,Big Bear Lake,92315,CA,USA,Amer Jakher,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/370-Starlight-Cir-Big-Bear-Lake-CA-92315/137655481_zpid/,1651056,1749000,7725,4,4,3285,SINGLE_FAMILY,370 Starlight Cir,Big Bear Lake,92315,CA,USA,Re/Max Big Bear,,New Construction,New construction,FOR_SALE
https://www.zillow.com/homedetails/38609-Talbot-Dr-Big-Bear-Lake-CA-92315/17382125_zpid/,1344400,1400000,4751,4,3,2184,SINGLE_FAMILY,38609 Talbot Dr,Big Bear Lake,92315,CA,USA,Realty Masters & Associates,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/42625-Alta-Vista-Ave-Big-Bear-Lake-CA-92315/17619553_zpid/,612618,614000,2999,3,3,1700,SINGLE_FAMILY,42625 Alta Vista Ave,Big Bear Lake,92315,CA,USA,Compass,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/780-N-Star-Dr-Big-Bear-Lake-CA-92315/17618720_zpid/,2320000,2499000,6332,7,7,5365,SINGLE_FAMILY,780 N Star Dr,Big Bear Lake,92315,CA,USA,RE/MAX Big Bear,,For Sale (Broker),House for sale,FOR_SALE
https://www.zillow.com/homedetails/42756-Castlewood-Dr-Big-Bear-Lake-CA-92315/17390045_zpid/,1135474,1215000,5554,4,5,3664,SINGLE_FAMILY,42756 Castlewood Dr,Big Bear Lake,92315,CA,USA,RE/MAX ONE,,For Sale (Broker),House for sale,FOR_SALE
